gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence	isoPair	cell_line_comparison	featureCompared2
geneComp_00036616	ENSG00000116285.13	ERRFI1	acquired_resistant	sensitive	ENST00000377482.10	MSTRG.191.3	isoComp_00211871	isoComp_00211877	intron_retention	True	Intron retention loss	ENST00000377482.10 MSTRG.191.3	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00036616	ENSG00000116285.13	ERRFI1	acquired_resistant	sensitive	ENST00000377482.10	MSTRG.191.3	isoComp_00211871	isoComp_00211877	5_utr_seq_similarity	True	5UTR is shorter	ENST00000377482.10 MSTRG.191.3	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00036804	ENSG00000117868.17	ESYT2	acquired_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00213673	isoComp_00213672	tss	True	Tss more downstream	MSTRG.26714.2 ENST00000652148.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00036804	ENSG00000117868.17	ESYT2	acquired_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00213673	isoComp_00213672	intron_structure	True		MSTRG.26714.2 ENST00000652148.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00036804	ENSG00000117868.17	ESYT2	acquired_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00213673	isoComp_00213672	5_utr_seq_similarity	True	5UTR is longer	MSTRG.26714.2 ENST00000652148.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00214889	isoComp_00214876	tts	True	Tts more upstream	MSTRG.8559.6 ENST00000355774.7	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00214889	isoComp_00214876	intron_structure	True		MSTRG.8559.6 ENST00000355774.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00214889	isoComp_00214876	exon_number	True	Exon loss	MSTRG.8559.6 ENST00000355774.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00214889	isoComp_00214876	intron_retention	True	Intron retention loss	MSTRG.8559.6 ENST00000355774.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00214889	isoComp_00214876	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.8559.6 ENST00000355774.7	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000380968.6	isoComp_00214889	isoComp_00214877	tts	True	Tts more upstream	MSTRG.8559.6 ENST00000380968.6	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000380968.6	isoComp_00214889	isoComp_00214877	intron_structure	True		MSTRG.8559.6 ENST00000380968.6	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000380968.6	isoComp_00214889	isoComp_00214877	intron_retention	True	Intron retention loss	MSTRG.8559.6 ENST00000380968.6	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00036960	ENSG00000119684.16	MLH3	acquired_resistant	sensitive	MSTRG.8559.6	ENST00000380968.6	isoComp_00214889	isoComp_00214877	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.8559.6 ENST00000380968.6	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00037203	ENSG00000121988.18	ZRANB3	acquired_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00216959	isoComp_00216969	tts	True	Tts more downstream	ENST00000264159.11 MSTRG.16516.10	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00037203	ENSG00000121988.18	ZRANB3	acquired_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00216959	isoComp_00216969	intron_structure	True		ENST00000264159.11 MSTRG.16516.10	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037203	ENSG00000121988.18	ZRANB3	acquired_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00216959	isoComp_00216969	last_exon	True	Last exon more downstream	ENST00000264159.11 MSTRG.16516.10	42MGBA_TMZRes vs. 42MGBA	Alternative Last Exon
geneComp_00037203	ENSG00000121988.18	ZRANB3	acquired_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00216959	isoComp_00216969	exon_number	True	Exon gain	ENST00000264159.11 MSTRG.16516.10	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00037203	ENSG00000121988.18	ZRANB3	acquired_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00216959	isoComp_00216969	3_utr_seq_similarity	True	3UTR is longer	ENST00000264159.11 MSTRG.16516.10	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000680871.1	isoComp_00219056	isoComp_00219061	intron_structure	True		ENST00000679436.1 ENST00000680871.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000680871.1	isoComp_00219056	isoComp_00219061	exon_number	True	Exon gain	ENST00000679436.1 ENST00000680871.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000680871.1	isoComp_00219056	isoComp_00219061	5_utr_seq_similarity	True	5UTR is shorter	ENST00000679436.1 ENST00000680871.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00219056	isoComp_00219064	tss	True	Tss more downstream	ENST00000679436.1 ENST00000681399.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00219056	isoComp_00219064	intron_structure	True		ENST00000679436.1 ENST00000681399.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00219056	isoComp_00219064	exon_number	True	Exon gain	ENST00000679436.1 ENST00000681399.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00219056	isoComp_00219064	5_utr_seq_similarity	True	5UTR is shorter	ENST00000679436.1 ENST00000681399.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681656.1	isoComp_00219056	isoComp_00219065	intron_structure	True		ENST00000679436.1 ENST00000681656.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681656.1	isoComp_00219056	isoComp_00219065	exon_number	True	Exon gain	ENST00000679436.1 ENST00000681656.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00037426	ENSG00000124198.10	ARFGEF2	acquired_resistant	sensitive	ENST00000679436.1	ENST00000681656.1	isoComp_00219056	isoComp_00219065	5_utr_seq_similarity	True	5UTR is shorter	ENST00000679436.1 ENST00000681656.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	tss	True	Tss more downstream	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	tts	True	Tts more upstream	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	exon_number	True	Exon loss	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	intron_retention	True	Intron retention gain	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	5_utr_seq_similarity	True	5UTR is longer	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037819	ENSG00000127554.13	GFER	acquired_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00222337	isoComp_00222335	3_utr_seq_similarity	True	3UTR is shorter	ENST00000565658.1 ENST00000248114.7	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00037889	ENSG00000128309.17	MPST	acquired_resistant	sensitive	ENST00000429360.6	ENST00000401419.7	isoComp_00223020	isoComp_00223017	tss	True	Tss more downstream	ENST00000429360.6 ENST00000401419.7	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00037889	ENSG00000128309.17	MPST	acquired_resistant	sensitive	ENST00000429360.6	ENST00000401419.7	isoComp_00223020	isoComp_00223017	intron_structure	True		ENST00000429360.6 ENST00000401419.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037889	ENSG00000128309.17	MPST	acquired_resistant	sensitive	ENST00000429360.6	ENST00000401419.7	isoComp_00223020	isoComp_00223017	intron_retention	True	Intron retention gain	ENST00000429360.6 ENST00000401419.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00037889	ENSG00000128309.17	MPST	acquired_resistant	sensitive	ENST00000429360.6	ENST00000401419.7	isoComp_00223020	isoComp_00223017	5_utr_seq_similarity	True	5UTR is shorter	ENST00000429360.6 ENST00000401419.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037971	ENSG00000129055.13	ANAPC13	acquired_resistant	sensitive	ENST00000510994.5	ENST00000354910.10	isoComp_00223752	isoComp_00223750	intron_structure	True		ENST00000510994.5 ENST00000354910.10	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00037971	ENSG00000129055.13	ANAPC13	acquired_resistant	sensitive	ENST00000510994.5	ENST00000354910.10	isoComp_00223752	isoComp_00223750	5_utr_seq_similarity	True	5UTR is shorter	ENST00000510994.5 ENST00000354910.10	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00037971	ENSG00000129055.13	ANAPC13	acquired_resistant	sensitive	ENST00000510994.5	ENST00000354910.10	isoComp_00223752	isoComp_00223750	3_utr_seq_similarity	True	3UTR is longer	ENST00000510994.5 ENST00000354910.10	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00038006	ENSG00000129355.7	CDKN2D	acquired_resistant	sensitive	ENST00000335766.2	ENST00000393599.3	isoComp_00224127	isoComp_00224128	tts	True	Tts more downstream	ENST00000335766.2 ENST00000393599.3	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00038006	ENSG00000129355.7	CDKN2D	acquired_resistant	sensitive	ENST00000335766.2	ENST00000393599.3	isoComp_00224127	isoComp_00224128	exon_number	True	Exon gain	ENST00000335766.2 ENST00000393599.3	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038006	ENSG00000129355.7	CDKN2D	acquired_resistant	sensitive	ENST00000335766.2	ENST00000393599.3	isoComp_00224127	isoComp_00224128	intron_retention	True	Intron retention loss	ENST00000335766.2 ENST00000393599.3	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00038006	ENSG00000129355.7	CDKN2D	acquired_resistant	sensitive	ENST00000335766.2	ENST00000393599.3	isoComp_00224127	isoComp_00224128	5_utr_seq_similarity	True	5UTR is shorter	ENST00000335766.2 ENST00000393599.3	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038006	ENSG00000129355.7	CDKN2D	acquired_resistant	sensitive	ENST00000335766.2	ENST00000393599.3	isoComp_00224127	isoComp_00224128	3_utr_seq_similarity	True	3UTR is shorter	ENST00000335766.2 ENST00000393599.3	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	tss	True	Tss more upstream	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	tts	True	Tts more downstream	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	intron_structure	True		ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	last_exon	True	Last exon more upstream	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Alternative Last Exon
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	exon_number	True	Exon loss	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	5_utr_seq_similarity	True	5UTR is shorter	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	ENST00000371793.8	isoComp_00225152	isoComp_00225153	3_utr_seq_similarity	True	3UTR is shorter	ENST00000277415.15 ENST00000371793.8	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	MSTRG.28894.7	isoComp_00225152	isoComp_00225159	tss	True	Tss more upstream	ENST00000277415.15 MSTRG.28894.7	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	MSTRG.28894.7	isoComp_00225152	isoComp_00225159	intron_structure	True		ENST00000277415.15 MSTRG.28894.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00038139	ENSG00000130558.20	OLFM1	acquired_resistant	sensitive	ENST00000277415.15	MSTRG.28894.7	isoComp_00225152	isoComp_00225159	5_utr_seq_similarity	True	5UTR is longer	ENST00000277415.15 MSTRG.28894.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038646	ENSG00000134202.11	GSTM3	acquired_resistant	sensitive	ENST00000488824.1	ENST00000256594.7	isoComp_00229693	isoComp_00229689	tts	True	Tts more upstream	ENST00000488824.1 ENST00000256594.7	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00038646	ENSG00000134202.11	GSTM3	acquired_resistant	sensitive	ENST00000488824.1	ENST00000256594.7	isoComp_00229693	isoComp_00229689	exon_number	True	Exon loss	ENST00000488824.1 ENST00000256594.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038646	ENSG00000134202.11	GSTM3	acquired_resistant	sensitive	ENST00000488824.1	ENST00000256594.7	isoComp_00229693	isoComp_00229689	intron_retention	True	Intron retention gain	ENST00000488824.1 ENST00000256594.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00038646	ENSG00000134202.11	GSTM3	acquired_resistant	sensitive	ENST00000488824.1	ENST00000256594.7	isoComp_00229693	isoComp_00229689	5_utr_seq_similarity	True	5UTR is longer	ENST00000488824.1 ENST00000256594.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038646	ENSG00000134202.11	GSTM3	acquired_resistant	sensitive	ENST00000488824.1	ENST00000256594.7	isoComp_00229693	isoComp_00229689	3_utr_seq_similarity	True	3UTR is shorter	ENST00000488824.1 ENST00000256594.7	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00038693	ENSG00000134444.15	RELCH	acquired_resistant	sensitive	MSTRG.13686.5	ENST00000644646.2	isoComp_00230169	isoComp_00230168	tts	True	Tts more upstream	MSTRG.13686.5 ENST00000644646.2	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00038693	ENSG00000134444.15	RELCH	acquired_resistant	sensitive	MSTRG.13686.5	ENST00000644646.2	isoComp_00230169	isoComp_00230168	intron_structure	True		MSTRG.13686.5 ENST00000644646.2	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00038693	ENSG00000134444.15	RELCH	acquired_resistant	sensitive	MSTRG.13686.5	ENST00000644646.2	isoComp_00230169	isoComp_00230168	last_exon	True	Last exon more downstream	MSTRG.13686.5 ENST00000644646.2	42MGBA_TMZRes vs. 42MGBA	Alternative Last Exon
geneComp_00038693	ENSG00000134444.15	RELCH	acquired_resistant	sensitive	MSTRG.13686.5	ENST00000644646.2	isoComp_00230169	isoComp_00230168	exon_number	True	Exon loss	MSTRG.13686.5 ENST00000644646.2	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038693	ENSG00000134444.15	RELCH	acquired_resistant	sensitive	MSTRG.13686.5	ENST00000644646.2	isoComp_00230169	isoComp_00230168	3_utr_seq_similarity	True	3UTR is longer	MSTRG.13686.5 ENST00000644646.2	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	ENST00000494576.5	ENST00000403766.8	isoComp_00230764	isoComp_00230756	tss	True	Tss more downstream	ENST00000494576.5 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	ENST00000494576.5	ENST00000403766.8	isoComp_00230764	isoComp_00230756	exon_number	True	Exon loss	ENST00000494576.5 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	ENST00000494576.5	ENST00000403766.8	isoComp_00230764	isoComp_00230756	5_utr_seq_similarity	True	5UTR is longer	ENST00000494576.5 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	MSTRG.7730.3	ENST00000403766.8	isoComp_00230766	isoComp_00230756	intron_structure	True		MSTRG.7730.3 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	MSTRG.7730.3	ENST00000403766.8	isoComp_00230766	isoComp_00230756	exon_number	True	Exon loss	MSTRG.7730.3 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038753	ENSG00000134882.16	UBAC2	acquired_resistant	sensitive	MSTRG.7730.3	ENST00000403766.8	isoComp_00230766	isoComp_00230756	5_utr_seq_similarity	True	5UTR is longer	MSTRG.7730.3 ENST00000403766.8	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00038824	ENSG00000135341.18	MAP3K7	acquired_resistant	sensitive	ENST00000369332.7	ENST00000369327.7	isoComp_00231491	isoComp_00231489	intron_structure	True		ENST00000369332.7 ENST00000369327.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00038824	ENSG00000135341.18	MAP3K7	acquired_resistant	sensitive	ENST00000369332.7	ENST00000369327.7	isoComp_00231491	isoComp_00231489	exon_number	True	Exon gain	ENST00000369332.7 ENST00000369327.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038949	ENSG00000135966.13	TGFBRAP1	acquired_resistant	sensitive	MSTRG.16285.1	ENST00000595531.5	isoComp_00232705	isoComp_00232704	tss	True	Tss more upstream	MSTRG.16285.1 ENST00000595531.5	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00038949	ENSG00000135966.13	TGFBRAP1	acquired_resistant	sensitive	MSTRG.16285.1	ENST00000595531.5	isoComp_00232705	isoComp_00232704	exon_number	True	Exon gain	MSTRG.16285.1 ENST00000595531.5	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00038949	ENSG00000135966.13	TGFBRAP1	acquired_resistant	sensitive	MSTRG.16285.1	ENST00000595531.5	isoComp_00232705	isoComp_00232704	intron_retention	True	Intron retention loss	MSTRG.16285.1 ENST00000595531.5	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00038949	ENSG00000135966.13	TGFBRAP1	acquired_resistant	sensitive	MSTRG.16285.1	ENST00000595531.5	isoComp_00232705	isoComp_00232704	5_utr_seq_similarity	True	5UTR is longer	MSTRG.16285.1 ENST00000595531.5	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	tss	True	Tss more upstream	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	tts	True	Tts more downstream	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	exon_number	True	Exon gain	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	intron_retention	True	Intron retention loss	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	5_utr_seq_similarity	True	5UTR is shorter	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000349780.9	ENST00000484546.1	isoComp_00234056	isoComp_00234071	3_utr_seq_similarity	True	3UTR is longer	ENST00000349780.9 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	tss	True	Tss more upstream	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	tts	True	Tts more downstream	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	exon_number	True	Exon gain	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	intron_retention	True	Intron retention loss	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	5_utr_seq_similarity	True	5UTR is shorter	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00039100	ENSG00000136861.18	CDK5RAP2	acquired_resistant	sensitive	ENST00000360190.8	ENST00000484546.1	isoComp_00234057	isoComp_00234071	3_utr_seq_similarity	True	3UTR is longer	ENST00000360190.8 ENST00000484546.1	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00039116	ENSG00000136908.18	DPM2	acquired_resistant	sensitive	ENST00000495270.1	ENST00000314392.13	isoComp_00234189	isoComp_00234185	exon_number	True	Exon loss	ENST00000495270.1 ENST00000314392.13	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00039116	ENSG00000136908.18	DPM2	acquired_resistant	sensitive	ENST00000495270.1	ENST00000314392.13	isoComp_00234189	isoComp_00234185	intron_retention	True	Intron retention gain	ENST00000495270.1 ENST00000314392.13	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00039116	ENSG00000136908.18	DPM2	acquired_resistant	sensitive	ENST00000495270.1	ENST00000314392.13	isoComp_00234189	isoComp_00234185	5_utr_seq_similarity	True	5UTR is longer	ENST00000495270.1 ENST00000314392.13	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00039300	ENSG00000137942.18	FNBP1L	acquired_resistant	sensitive	ENST00000370253.6	ENST00000260506.12	isoComp_00235853	isoComp_00235851	tss	True	Tss more downstream	ENST00000370253.6 ENST00000260506.12	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00039300	ENSG00000137942.18	FNBP1L	acquired_resistant	sensitive	ENST00000370253.6	ENST00000260506.12	isoComp_00235853	isoComp_00235851	exon_number	True	Exon gain	ENST00000370253.6 ENST00000260506.12	42MGBA_TMZRes vs. 42MGBA	Exon Number
