event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	42MGBA_42MGBAres.adj.pval
ENSG00000116489.12;SE:chr1:112669605-112669991:112671535-112669991:+	564.0	3271.0	569.0	3832.0	0.0209269454773118	1.0
ENSG00000116489.12;SE:chr1:112647273-112653597:112653661-112654464:+	351.0	367.0	436.0	377.0	0.06533534760176649	1.0
ENSG00000155363.18;SE:chr1:112696251-112696436:112696534-112696629:+	236.0	3.0	167.0	2.0	1.0	1.0
ENSG00000155363.18;SE:chr1:112675049-112686965:112687106-112688934:+	12.0	96.0	10.0	52.0	0.35315921365413216	1.0
ENSG00000155363.18;SE:chr1:112700340-112700415:112700733-112700415:+	16.0	230.0	3.0	173.0	0.02943931988191009	1.0
ENSG00000163399.15;SE:chr1:116396734-116397887:116398038-116398620:+	84.0	9.0	111.0	5.0	0.16483793011832737	1.0
ENSG00000163399.15;SE:chr1:116403975-116404415:116404771-116404415:+	11.0	82.0	15.0	104.0	1.0	1.0
ENSG00000116830.11;SE:chr1:117081947-117084017:117084168-117086416:+	101.0	13.0	51.0	17.0	0.022675309914136528	1.0
ENSG00000065183.15;SE:chr1:117959003-117959291:117960061-117959291:+	62.0	100.0	31.0	77.0	0.11765249424391086	1.0
ENSG00000092621.12;SE:chr1:119723441-119726850:119726905-119727003:+	69.0	3.0	173.0	12.0	0.5683674689290835	1.0
ENSG00000092621.12;SE:chr1:119737266-119740385:119740518-119741766:+	93.0	5.0	197.0	15.0	0.6239562082227027	1.0
ENSG00000092621.12;SE:chr1:119712160-119711933:119712160-119721169:+	10.0	76.0	26.0	188.0	1.0	1.0
ENSG00000092621.12;SE:chr1:119741897-119742806:119743044-119743885:+	70.0	1.0	147.0	6.0	0.43615281487263013	1.0
ENSG00000092621.12;SE:chr1:119712160-119711934:119712160-119721169:+	8.0	78.0	45.0	169.0	0.01845193946202237	1.0
ENSG00000092621.12;SE:chr1:119712160-119711935:119712160-119721169:+	20.0	66.0	24.0	190.0	0.011060503449153325	1.0
ENSG00000092621.12;SE:chr1:119743044-119743885:119744185-119743885:+	20.0	82.0	24.0	209.0	0.0336399904574418	1.0
ENSG00000171943.11;SE:chr1:121185124-121185014:121185124-121186904:+	68.0	186.0	112.0	400.0	0.14756481832611207	1.0
ENSG00000171943.11;SE:chr1:121185124-121185036:121185124-121186904:+	186.0	68.0	400.0	112.0	0.14756481832611207	1.0
ENSG00000186141.8;SE:chr1:145833582-145836493:145836574-145836814:+	141.0	10.0	101.0	4.0	0.4099901373338717	1.0
ENSG00000186141.8;SE:chr1:145825923-145826453:145826492-145826605:+	56.0	16.0	44.0	7.0	0.25266032570279934	1.0
ENSG00000131778.18;SE:chr1:147242830-147252622:147252735-147254869:+	47.0	9.0	16.0	4.0	0.7342135801836527	1.0
ENSG00000136631.14;SE:chr1:150077779-150081341:150081476-150081883:+	76.0	6.0	30.0	4.0	0.4759928415518192	1.0
ENSG00000136631.14;SE:chr1:150067950-150067794:150067950-150068629:+	57.0	10.0	21.0	6.0	0.3829062598001519	1.0
ENSG00000117360.12;SE:chr1:150325881-150327556:150327652-150328319:+	11.0	96.0	9.0	81.0	1.0	1.0
ENSG00000117360.12;SE:chr1:150344547-150346017:150346136-150346407:+	93.0	10.0	80.0	2.0	0.06900306268789744	1.0
ENSG00000117360.12;SE:chr1:150349218-150352832:150353184-150352832:+	2.0	117.0	7.0	116.0	0.17201456285383115	1.0
ENSG00000163125.15;SE:chr1:150364919-150364708:150364919-150417595:+	44.0	18.0	16.0	8.0	0.7947164131243274	1.0
ENSG00000163125.15;SE:chr1:150441023-150441880:150441958-150443230:+	44.0	18.0	16.0	8.0	0.7947164131243274	1.0
ENSG00000163125.15;SE:chr1:150460317-150464526:150464727-150470560:+	60.0	2.0	24.0	0.0	1.0	1.0
ENSG00000163125.15;SE:chr1:150464727-150470560:150471244-150470560:+	44.0	16.0	16.0	8.0	0.597284971926711	1.0
ENSG00000143369.14;SE:chr1:150508279-150509530:150509581-150509660:+	64.0	11.0	105.0	9.0	0.153294222875177	1.0
ENSG00000143363.16;SE:chr1:151027327-151028785:151028944-151033805:+	41.0	18.0	19.0	4.0	0.2776478575175166	1.0
ENSG00000143363.16;SE:chr1:151028944-151031371:151031464-151033805:+	3.0	41.0	1.0	19.0	1.0	1.0
ENSG00000163156.11;SE:chr1:151167414-151168143:151168338-151168985:+	134.0	8.0	89.0	1.0	0.15902066138314574	1.0
ENSG00000143398.19;SE:chr1:151236763-151238181:151238265-151239129:+	154.0	2.0	127.0	0.0	0.5034959777459588	1.0
ENSG00000143398.19;SE:chr1:151240039-151242122:151242269-151242437:+	137.0	8.0	104.0	8.0	0.6122107367926998	1.0
ENSG00000143398.19;SE:chr1:151224279-151224370:151224406-151227319:+	20.0	136.0	11.0	116.0	0.33930056035995715	1.0
ENSG00000143398.19;SE:chr1:151199081-151198590:151199081-151224244:+	28.0	42.0	28.0	32.0	0.4807420669297786	1.0
ENSG00000143398.19;SE:chr1:151246965-151247862:151247942-151247862:+	28.0	134.0	28.0	102.0	0.3731907438522669	1.0
ENSG00000159352.15;SE:chr1:151254808-151262160:151262301-151263913:+	145.0	29.0	60.0	10.0	0.7037398463308819	1.0
ENSG00000159352.15;SE:chr1:151254808-151254752:151254808-151262160:+	115.0	30.0	46.0	14.0	0.7100383246364936	1.0
ENSG00000159352.15;SE:chr1:151264918-151265165:151265234-151265393:+	169.0	10.0	66.0	4.0	1.0	1.0
ENSG00000159352.15;SE:chr1:151265234-151265393:151265609-151266003:+	175.0	5.0	72.0	2.0	1.0	1.0
ENSG00000159352.15;SE:chr1:151266587-151267172:151267458-151267172:+	82.0	117.0	33.0	47.0	1.0	1.0
ENSG00000159352.15;SE:chr1:151266587-151267172:151267476-151267172:+	16.0	183.0	7.0	73.0	0.8136330228779114	1.0
ENSG00000159377.10;SE:chr1:151401355-151401541:151401630-151401816:+	221.0	19.0	102.0	2.0	0.04662819333030275	1.0
ENSG00000159377.10;SE:chr1:151399727-151399980:151400185-151400441:+	91.0	25.0	41.0	9.0	0.6789864873425265	1.0
ENSG00000159377.10;SE:chr1:151400588-151400763:151400845-151401238:+	163.0	21.0	68.0	8.0	1.0	1.0
ENSG00000159377.10;SE:chr1:151399727-151399585:151399727-151399980:+	70.0	272.0	37.0	105.0	0.18694100649395273	1.0
ENSG00000159377.10;SE:chr1:151399727-151399980:151400187-151400441:+	199.0	25.0	78.0	9.0	1.0	1.0
ENSG00000159377.10;SE:chr1:151400845-151401238:151401355-151401541:+	126.0	7.0	60.0	5.0	0.53380693529819	1.0
ENSG00000159377.10;SE:chr1:151401630-151401816:151401904-151401816:+	59.0	289.0	33.0	116.0	0.20715387101092086	1.0
ENSG00000143367.15;SE:chr1:151540426-151562090:151562165-151562584:+	23.0	27.0	29.0	34.0	1.0	1.0
ENSG00000160679.12;SE:chr1:153634343-153634065:153634343-153636571:+	32.0	142.0	19.0	81.0	1.0	1.0
ENSG00000160679.12;SE:chr1:153642429-153643226:153643364-153645063:+	141.0	17.0	87.0	6.0	0.3650459124573252	1.0
ENSG00000160679.12;SE:chr1:153643364-153645063:153645471-153645063:+	32.0	109.0	19.0	68.0	1.0	1.0
ENSG00000160679.12;SE:chr1:153636653-153638294:153638448-153642242:+	98.0	11.0	54.0	7.0	0.7987156267578928	1.0
ENSG00000143553.10;SE:chr1:153658886-153659137:153659184-153659447:+	266.0	57.0	102.0	29.0	0.2909707144336815	1.0
ENSG00000143553.10;SE:chr1:153659566-153661199:153661828-153661199:+	57.0	318.0	29.0	120.0	0.24120997368364758	1.0
ENSG00000143624.13;SE:chr1:153740734-153741284:153741368-153746956:+	48.0	11.0	38.0	6.0	0.5967022408866386	1.0
ENSG00000143624.13;SE:chr1:153763886-153764117:153764221-153764689:+	59.0	9.0	44.0	5.0	0.7752108332307321	1.0
ENSG00000143624.13;SE:chr1:153757763-153759525:153759613-153760310:+	65.0	3.0	45.0	4.0	0.4502841585581065	1.0
ENSG00000177954.12;SE:chr1:153990802-153990913:153991034-153991114:+	10.0	1347.0	10.0	600.0	0.08651881957720377	1.0
ENSG00000177954.12;SE:chr1:153991676-153992064:153992145-153992064:+	10.0	1430.0	10.0	627.0	0.08471358557779166	1.0
ENSG00000177954.12;SE:chr1:153991223-153990790:153991223-153991565:+	28.0	1412.0	13.0	624.0	0.8654469289347433	1.0
ENSG00000177954.12;SE:chr1:153991676-153992064:153992150-153992064:+	1347.0	93.0	600.0	37.0	0.6239138561380326	1.0
ENSG00000143569.18;SE:chr1:154261697-154263102:154263477-154263102:+	24.0	195.0	10.0	70.0	0.6852738113090732	1.0
ENSG00000143569.18;SE:chr1:154220975-154220949:154220975-154225083:+	42.0	108.0	12.0	37.0	0.7133955692237846	1.0
ENSG00000143569.18;SE:chr1:154268954-154269361:154269412-154270199:+	25.0	45.0	11.0	16.0	0.6474586437175331	1.0
ENSG00000143575.14;SE:chr1:154272776-154272623:154272776-154273335:+	298.0	45.0	229.0	34.0	1.0	1.0
ENSG00000143575.14;SE:chr1:154272776-154273335:154273598-154273773:+	311.0	10.0	245.0	8.0	1.0	1.0
ENSG00000143575.14;SE:chr1:154273961-154274949:154275001-154275153:+	369.0	8.0	271.0	7.0	0.7949361132008435	1.0
ENSG00000143575.14;SE:chr1:154272776-154273479:154273598-154273773:+	53.0	10.0	28.0	8.0	0.4319137297401948	1.0
ENSG00000160688.18;SE:chr1:154988849-154989559:154989707-154990158:+	99.0	50.0	42.0	21.0	1.0	1.0
ENSG00000143537.13;SE:chr1:155060343-155060762:155060832-155062244:+	43.0	37.0	19.0	3.0	0.00623742254251437	1.0
ENSG00000143537.13;SE:chr1:155060832-155061903:155061975-155062244:+	9.0	43.0	4.0	19.0	1.0	1.0
ENSG00000169241.18;SE:chr1:155136376-155136827:155136951-155137560:+	53.0	52.0	79.0	41.0	0.021618776708467277	1.0
ENSG00000169241.18;SE:chr1:155136376-155137560:155137722-155137978:+	52.0	34.0	41.0	20.0	0.4878999885606578	1.0
ENSG00000169241.18;SE:chr1:155135991-155135875:155135991-155136298:+	39.0	68.0	63.0	51.0	0.006822480982024714	1.0
ENSG00000169241.18;SE:chr1:155138098-155138179:155138844-155138179:+	39.0	87.0	63.0	56.0	0.0007135799362704332	0.9999769100040358
ENSG00000173171.14;SE:chr1:155210627-155212126:155212219-155212384:+	107.0	25.0	63.0	1.0	0.0004772425203295607	0.99921800605599
ENSG00000173171.14;SE:chr1:155209332-155209268:155209332-155210345:+	11.0	121.0	11.0	53.0	0.08976272765178864	1.0
ENSG00000160752.14;SE:chr1:155308965-155310042:155310205-155312254:+	54.0	22.0	38.0	9.0	0.28673970977799856	1.0
ENSG00000160752.14;SE:chr1:155310205-155312254:155312395-155317940:+	254.0	23.0	216.0	24.0	0.5415320828848714	1.0
ENSG00000160752.14;SE:chr1:155318291-155318664:155318753-155318855:+	258.0	4.0	229.0	2.0	0.6893279628376289	1.0
ENSG00000160752.14;SE:chr1:155308965-155310063:155310205-155312254:+	59.0	22.0	59.0	9.0	0.043664659165144316	1.0
ENSG00000160752.14;SE:chr1:155319688-155319793:155319928-155320408:+	316.0	14.0	259.0	22.0	0.08354814417378596	1.0
ENSG00000160752.14;SE:chr1:155308965-155308900:155308965-155310063:+	42.0	17.0	34.0	25.0	0.17802448128657336	1.0
ENSG00000160752.14;SE:chr1:155319928-155320408:155320663-155320408:+	42.0	275.0	34.0	231.0	0.9023209441877909	1.0
ENSG00000160752.14;SE:chr1:155308965-155308900:155308965-155310042:+	28.0	51.0	17.0	46.0	0.364266347806261	1.0
ENSG00000160752.14;SE:chr1:155319928-155320408:155320656-155320408:+	28.0	289.0	17.0	248.0	0.3499757287036328	1.0
ENSG00000160752.14;SE:chr1:155308965-155309788:155309965-155310042:+	49.0	79.0	41.0	63.0	0.8927298235184961	1.0
ENSG00000160752.14;SE:chr1:155309076-155309788:155309965-155310042:+	13.0	32.0	12.0	19.0	0.4581787907323119	1.0
ENSG00000160752.14;SE:chr1:155308965-155309752:155309965-155310042:+	15.0	79.0	14.0	63.0	0.8380643151350085	1.0
ENSG00000160752.14;SE:chr1:155318021-155316723:155318021-155318168:+	7.0	337.0	5.0	296.0	0.7783864336791978	1.0
ENSG00000160753.15;SE:chr1:155325490-155325566:155325672-155325863:+	80.0	13.0	62.0	7.0	0.6300134429376929	1.0
ENSG00000160753.15;SE:chr1:155327132-155328149:155328275-155330402:+	89.0	7.0	67.0	5.0	1.0	1.0
ENSG00000125459.15;SE:chr1:155610332-155610299:155610332-155610424:+	9.0	45.0	3.0	25.0	0.7428614907161397	1.0
ENSG00000132676.15;SE:chr1:155709824-155717005:155717128-155721516:+	285.0	21.0	122.0	10.0	0.8396357298500363	1.0
ENSG00000132676.15;SE:chr1:155717128-155721516:155721618-155725381:+	277.0	24.0	119.0	10.0	1.0	1.0
ENSG00000132676.15;SE:chr1:155721618-155725381:155725490-155725926:+	298.0	8.0	129.0	3.0	1.0	1.0
ENSG00000132676.15;SE:chr1:155727738-155729041:155729122-155729207:+	338.0	18.0	161.0	3.0	0.09592674997881245	1.0
ENSG00000132676.15;SE:chr1:155731415-155731943:155732033-155736945:+	348.0	4.0	160.0	2.0	1.0	1.0
ENSG00000132676.15;SE:chr1:155732033-155736945:155737063-155738156:+	348.0	10.0	160.0	6.0	0.5945509643592315	1.0
ENSG00000132676.15;SE:chr1:155689174-155709032:155709125-155709772:+	10.0	234.0	8.0	109.0	0.3034839674585634	1.0
ENSG00000116586.11;SE:chr1:156055425-156057977:156058067-156058314:+	35.0	26.0	11.0	12.0	0.46932643382334327	1.0
ENSG00000163382.11;SE:chr1:156591986-156592100:156592209-156592364:+	359.0	5.0	112.0	1.0	1.0	1.0
ENSG00000163382.11;SE:chr1:156592670-156593407:156593555-156593881:+	386.0	6.0	132.0	0.0	0.3449115402646524	1.0
ENSG00000163382.11;SE:chr1:156593555-156593881:156594128-156593881:+	381.0	5.0	131.0	1.0	1.0	1.0
ENSG00000143294.14;SE:chr1:156787174-156791696:156791792-156794664:+	172.0	6.0	84.0	2.0	1.0	1.0
ENSG00000143294.14;SE:chr1:156768239-156768022:156768239-156782281:+	6.0	172.0	2.0	84.0	1.0	1.0
ENSG00000163565.18;SE:chr1:159032691-159049431:159049599-159051678:+	90.0	56.0	107.0	49.0	0.22750670801775125	1.0
ENSG00000163565.18;SE:chr1:159032691-159045296:159045464-159049431:+	46.0	90.0	46.0	107.0	0.5282639439238839	1.0
ENSG00000162734.12;SE:chr1:160213265-160213421:160214639-160213421:+	8.0	62.0	6.0	61.0	0.7797856440197053	1.0
ENSG00000162734.12;SE:chr1:160207237-160208463:160208665-160211542:+	19.0	8.0	14.0	17.0	0.06674663364950498	1.0
ENSG00000162734.12;SE:chr1:160205522-160205404:160205522-160207132:+	8.0	19.0	17.0	14.0	0.06674663364950498	1.0
ENSG00000162734.12;SE:chr1:160205522-160207132:160207237-160211542:+	8.0	27.0	17.0	22.0	0.0850756905840206	1.0
ENSG00000143222.11;SE:chr1:161154120-161153989:161154120-161156949:+	271.0	65.0	156.0	25.0	0.1441632968393729	1.0
ENSG00000143258.15;SE:chr1:161159678-161160365:161160506-161160619:+	17.0	21.0	14.0	11.0	0.44550306800061534	1.0
ENSG00000158864.12;SE:chr1:161202480-161203436:161203543-161206406:+	29.0	14.0	26.0	14.0	0.8211021811903401	1.0
ENSG00000158864.12;SE:chr1:161202480-161202409:161202480-161203436:+	11.0	18.0	8.0	18.0	0.7769420512486673	1.0
ENSG00000158864.12;SE:chr1:161213921-161214155:161214389-161214155:+	11.0	46.0	8.0	34.0	1.0	1.0
ENSG00000143252.14;SE:chr1:161323670-161328395:161328497-161340593:+	256.0	31.0	96.0	10.0	0.8527259238256353	1.0
ENSG00000143252.14;SE:chr1:161340655-161356676:161356840-161362328:+	257.0	30.0	92.0	14.0	0.47204854841546673	1.0
ENSG00000118217.5;SE:chr1:161791537-161792123:161792327-161802051:+	65.0	3.0	93.0	5.0	1.0	1.0
ENSG00000118217.5;SE:chr1:161766442-161778243:161778320-161781911:+	48.0	20.0	86.0	12.0	0.008720908683894694	1.0
ENSG00000152332.15;SE:chr1:162512823-162518101:162518190-162522403:+	38.0	5.0	21.0	0.0	0.16267296844702972	1.0
ENSG00000117143.13;SE:chr1:162561777-162561721:162561777-162566011:+	35.0	48.0	44.0	74.0	0.5577971276576441	1.0
ENSG00000117143.13;SE:chr1:162590511-162592731:162592782-162597791:+	35.0	30.0	44.0	37.0	1.0	1.0
ENSG00000117143.13;SE:chr1:162597858-162599270:162599838-162599270:+	35.0	48.0	44.0	74.0	0.5577971276576441	1.0
ENSG00000162733.17;SE:chr1:162655374-162719036:162719145-162753094:+	48.0	2.0	155.0	29.0	0.03282582848258008	1.0
ENSG00000162733.17;SE:chr1:162655374-162705051:162705131-162719036:+	0.0	48.0	3.0	155.0	1.0	1.0
ENSG00000132196.14;SE:chr1:162803535-162804266:162804323-162805393:+	84.0	8.0	50.0	3.0	0.7464250840992834	1.0
ENSG00000132196.14;SE:chr1:162799937-162802831:162802949-162803430:+	12.0	80.0	3.0	50.0	0.25684584463816984	1.0
ENSG00000143228.12;SE:chr1:163343870-163345677:163345818-163347762:+	143.0	10.0	80.0	9.0	0.3309957887425178	1.0
ENSG00000143198.12;SE:chr1:165631293-165635726:165635822-165649840:+	1.0	64.0	4.0	65.0	0.36664140594269223	1.0
ENSG00000143198.12;SE:chr1:165652035-165654278:165654351-165655367:+	85.0	9.0	77.0	8.0	1.0	1.0
ENSG00000143198.12;SE:chr1:165631293-165631262:165631293-165649840:+	55.0	9.0	57.0	8.0	0.8002423241663755	1.0
ENSG00000143198.12;SE:chr1:165654351-165655367:165655590-165655367:+	57.0	34.0	59.0	23.0	0.20037491673415955	1.0
ENSG00000143198.12;SE:chr1:165631293-165632230:165632274-165649840:+	19.0	64.0	7.0	65.0	0.032411401289447764	1.0
ENSG00000197965.11;SE:chr1:167722242-167722013:167722242-167765582:+	88.0	114.0	49.0	51.0	0.3918304166988949	1.0
ENSG00000197965.11;SE:chr1:167722242-167765582:167765749-167772274:+	174.0	165.0	83.0	68.0	0.4933261139988953	1.0
ENSG00000197965.11;SE:chr1:167773368-167776063:167776166-167787819:+	163.0	176.0	77.0	74.0	0.558739683090226	1.0
ENSG00000143164.15;SE:chr1:167937008-167951799:167951861-167966628:+	86.0	8.0	70.0	0.0	0.011065752376258602	1.0
ENSG00000143164.15;SE:chr1:167951861-167966628:167966721-167974829:+	86.0	3.0	70.0	3.0	1.0	1.0
ENSG00000143164.15;SE:chr1:168004793-168015780:168015951-168022987:+	9.0	14.0	18.0	10.0	0.09519986218033427	1.0
ENSG00000143164.15;SE:chr1:168004793-168038370:168038488-168043024:+	62.0	6.0	39.0	2.0	0.7075056156237801	1.0
ENSG00000143164.15;SE:chr1:168004793-168022987:168023047-168038370:+	14.0	62.0	10.0	39.0	0.8187105093517699	1.0
ENSG00000143164.15;SE:chr1:168004793-168019544:168019667-168038370:+	6.0	62.0	4.0	39.0	1.0	1.0
ENSG00000143164.15;SE:chr1:168045227-168050891:168050933-168063620:+	3.0	111.0	2.0	87.0	1.0	1.0
ENSG00000143153.12;SE:chr1:169125039-169122770:169125039-169127223:+	624.0	688.0	111.0	106.0	0.34087996392092046	1.0
ENSG00000117475.13;SE:chr1:169380609-169382061:169382281-169386996:+	83.0	8.0	69.0	2.0	0.18792717173142504	1.0
ENSG00000120370.12;SE:chr1:170532284-170536309:170536421-170539209:+	9.0	35.0	4.0	22.0	0.7543841334169534	1.0
ENSG00000117523.16;SE:chr1:171485735-171485532:171485735-171512031:+	24.0	163.0	8.0	65.0	0.8342313213544406	1.0
ENSG00000117523.16;SE:chr1:171527844-171532342:171532786-171532342:+	41.0	210.0	14.0	83.0	0.7445280939558302	1.0
ENSG00000117523.16;SE:chr1:171485735-171485542:171485735-171512031:+	16.0	171.0	8.0	65.0	0.6337829685471126	1.0
ENSG00000117523.16;SE:chr1:171485735-171485550:171485735-171512031:+	47.0	140.0	16.0	57.0	0.6321992172981138	1.0
ENSG00000117523.16;SE:chr1:171537473-171539970:171540274-171539970:+	34.0	138.0	14.0	55.0	1.0	1.0
ENSG00000117523.16;SE:chr1:171550240-171557239:171557670-171557239:+	55.0	124.0	21.0	39.0	0.6310634223733513	1.0
ENSG00000117523.16;SE:chr1:171542229-171541046:171542229-171545478:+	38.0	108.0	9.0	36.0	0.5528218472745003	1.0
ENSG00000117523.16;SE:chr1:171566843-171568246:171568339-171571319:+	962.0	3.0	480.0	3.0	0.40699851288972655	1.0
ENSG00000117523.16;SE:chr1:171588505-171591151:171591204-171591586:+	584.0	317.0	287.0	181.0	0.21376999715377248	1.0
ENSG00000117523.16;SE:chr1:171588505-171591151:171591200-171591586:+	250.0	317.0	143.0	181.0	1.0	1.0
ENSG00000117523.16;SE:chr1:171588505-171589368:171589605-171591586:+	252.0	317.0	133.0	181.0	0.619841059987362	1.0
ENSG00000117592.8;SE:chr1:173477492-173477374:173477492-173481325:+	123.0	17.0	40.0	3.0	0.4159797218796833	1.0
ENSG00000117592.8;SE:chr1:173477492-173481325:173481482-173485360:+	123.0	41.0	40.0	11.0	0.709933810536735	1.0
ENSG00000117592.8;SE:chr1:173481482-173485360:173485507-173486254:+	123.0	17.0	40.0	3.0	0.4159797218796833	1.0
ENSG00000117592.8;SE:chr1:173486401-173487734:173488015-173487734:+	158.0	58.0	61.0	14.0	0.16636503346280695	1.0
ENSG00000117593.10;SE:chr1:173825356-173824693:173825356-173826686:+	29.0	42.0	6.0	15.0	0.4434913554151329	1.0
ENSG00000117593.10;SE:chr1:173830761-173831534:173831630-173833375:+	54.0	17.0	13.0	8.0	0.2641782253180965	1.0
ENSG00000116161.17;SE:chr1:175008706-175009922:175010384-175009922:+	38.0	434.0	14.0	119.0	0.38215830361161907	1.0
ENSG00000116161.17;SE:chr1:175000195-175004613:175004814-175006744:+	137.0	19.0	47.0	5.0	0.8030756771549399	1.0
ENSG00000116161.17;SE:chr1:175000195-175000050:175000195-175004613:+	278.0	137.0	67.0	47.0	0.11998280473242037	1.0
ENSG00000116161.17;SE:chr1:175000195-175004613:175004833-175006744:+	278.0	19.0	67.0	5.0	0.7942941946972826	1.0
ENSG00000116161.17;SE:chr1:175008706-175009922:175010264-175009922:+	278.0	194.0	67.0	66.0	0.09177386180032562	1.0
ENSG00000186283.13;SE:chr1:179083053-179085627:179085893-179087910:+	144.0	31.0	34.0	4.0	0.3416961841342067	1.0
ENSG00000057252.12;SE:chr1:179302802-179323436:179323495-179335505:+	129.0	31.0	91.0	32.0	0.19677966420961357	1.0
ENSG00000143337.18;SE:chr1:179889369-179900125:179900167-179901301:+	79.0	13.0	52.0	6.0	0.6173889339071663	1.0
ENSG00000143337.18;SE:chr1:179904022-179907822:179907864-179908604:+	82.0	10.0	53.0	5.0	0.7834676544082503	1.0
ENSG00000116260.16;SE:chr1:180166591-180175320:180175366-180175930:+	65.0	10.0	57.0	38.0	0.00013537726889643285	0.8695837830774151
ENSG00000116260.16;SE:chr1:180175366-180175930:180176033-180178793:+	65.0	5.0	57.0	8.0	0.3868430894133708	1.0
ENSG00000116260.16;SE:chr1:180189674-180190432:180190580-180194212:+	57.0	9.0	80.0	9.0	0.6136772227788114	1.0
ENSG00000116260.16;SE:chr1:180190580-180194212:180194392-180196261:+	57.0	17.0	80.0	22.0	0.8555316079752018	1.0
ENSG00000135829.16;SE:chr1:182839456-182839346:182839456-182842544:+	33.0	148.0	13.0	61.0	1.0	1.0
ENSG00000135829.16;SE:chr1:182843434-182852232:182852344-182853305:+	220.0	1.0	92.0	1.0	0.5053010724241984	1.0
ENSG00000135829.16;SE:chr1:182854178-182856531:182856578-182858103:+	112.0	18.0	44.0	6.0	0.8121972894787454	1.0
ENSG00000135829.16;SE:chr1:182859117-182859992:182860184-182866443:+	199.0	4.0	87.0	3.0	0.44280609998146103	1.0
ENSG00000135829.16;SE:chr1:182884813-182887082:182887699-182887082:+	33.0	197.0	13.0	87.0	0.8631504015336183	1.0
ENSG00000135829.16;SE:chr1:182854178-182855576:182855713-182856531:+	91.0	112.0	43.0	44.0	0.5211172773978764	1.0
ENSG00000116698.21;SE:chr1:183472649-183512836:183512868-183515873:+	92.0	50.0	50.0	18.0	0.2698624405330374	1.0
ENSG00000116698.21;SE:chr1:183472649-183502252:183502391-183512836:+	15.0	92.0	4.0	50.0	0.30290151975999857	1.0
ENSG00000116698.21;SE:chr1:183546337-183547102:183547252-183549207:+	50.0	61.0	18.0	35.0	0.2354365456215477	1.0
ENSG00000198860.12;SE:chr1:184054863-184072156:184072310-184072826:+	14.0	34.0	6.0	15.0	1.0	1.0
ENSG00000198860.12;SE:chr1:184054863-184072156:184072298-184072826:+	83.0	34.0	47.0	15.0	0.5976170135830807	1.0
ENSG00000198860.12;SE:chr1:184054863-184093624:184093724-184095689:+	8.0	71.0	3.0	49.0	0.5249383776103236	1.0
ENSG00000198860.12;SE:chr1:184054863-184095030:184095092-184095689:+	4.0	71.0	1.0	49.0	0.6473045012866563	1.0
ENSG00000121481.10;SE:chr1:185045649-185045440:185045649-185087551:+	16.0	59.0	8.0	46.0	0.37118348887448244	1.0
ENSG00000121481.10;SE:chr1:185091739-185093060:185093276-185098071:+	16.0	59.0	8.0	46.0	0.37118348887448244	1.0
ENSG00000121481.10;SE:chr1:185099962-185100199:185101053-185100199:+	16.0	59.0	8.0	46.0	0.37118348887448244	1.0
ENSG00000157181.15;SE:chr1:186375974-186375882:186375974-186379766:+	38.0	13.0	18.0	14.0	0.09720283199074306	1.0
ENSG00000157181.15;SE:chr1:186417654-186419008:186419563-186419008:+	38.0	13.0	18.0	14.0	0.09720283199074306	1.0
ENSG00000116747.12;SE:chr1:193059776-193069033:193069634-193075819:+	47.0	51.0	45.0	27.0	0.06399777823521588	1.0
ENSG00000116747.12;SE:chr1:193059776-193075819:193076040-193076500:+	51.0	17.0	27.0	14.0	0.38151222163251186	1.0
ENSG00000116747.12;SE:chr1:193059776-193069033:193069181-193075819:+	14.0	51.0	16.0	27.0	0.08385502632758221	1.0
ENSG00000116747.12;SE:chr1:193059776-193059873:193060222-193069033:+	8.0	61.0	7.0	61.0	1.0	1.0
ENSG00000134371.12;SE:chr1:193122331-193125111:193125217-193130173:+	174.0	8.0	116.0	11.0	0.1506391121240729	1.0
ENSG00000198700.9;SE:chr1:201855934-201857095:201857194-201858446:+	198.0	10.0	87.0	1.0	0.1834166713244082	1.0
ENSG00000198700.9;SE:chr1:201829372-201829182:201829372-201847278:+	108.0	59.0	42.0	23.0	1.0	1.0
ENSG00000198700.9;SE:chr1:201874372-201874831:201874936-201875151:+	187.0	37.0	85.0	8.0	0.07736806728441259	1.0
ENSG00000198700.9;SE:chr1:201875228-201875943:201876374-201875943:+	108.0	135.0	42.0	65.0	0.41230220316837835	1.0
ENSG00000198700.9;SE:chr1:201829372-201834953:201835064-201847278:+	24.0	167.0	18.0	65.0	0.0676590686893537	1.0
ENSG00000198700.9;SE:chr1:201875228-201875943:201876977-201875943:+	15.0	228.0	11.0	96.0	0.188562233307117	1.0
ENSG00000198892.6;SE:chr1:201889616-201890453:201890587-201891400:+	31.0	6.0	24.0	4.0	1.0	1.0
ENSG00000134375.10;SE:chr1:201955552-201955525:201955552-201957280:+	46.0	31.0	26.0	14.0	0.6895277027845071	1.0
ENSG00000134375.10;SE:chr1:201957380-201957510:201957574-201963615:+	46.0	18.0	26.0	4.0	0.1901467655472911	1.0
ENSG00000134375.10;SE:chr1:201957574-201963615:201963744-201965432:+	46.0	13.0	26.0	10.0	0.6231328690691225	1.0
ENSG00000134375.10;SE:chr1:201965543-201969468:201969933-201969468:+	46.0	54.0	26.0	32.0	1.0	1.0
