event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	T98G_42MGBA.adj.pval
ENSG00000120656.11;SE:chr1:28622165-28623945:28624030-28642991:-	36.0	139.0	50.0	149.0	0.32566806844039264	1.0
ENSG00000116350.16;SE:chr1:29149226-29150102:29150192-29154695:-	66.0	11.0	77.0	11.0	0.8200497072034753	1.0
ENSG00000116350.16;SE:chr1:29150192-29154695:29154910-29159373:-	66.0	4.0	77.0	14.0	0.07615065234284808	1.0
ENSG00000116350.16;SE:chr1:29160517-29181645:29181847-29181645:-	42.0	16.0	43.0	27.0	0.25932036394756586	1.0
ENSG00000116350.16;SE:chr1:29160517-29181645:29181880-29181645:-	11.0	47.0	11.0	59.0	0.6456398931228172	1.0
ENSG00000116350.16;SE:chr1:29159486-29159863:29160058-29160374:-	3.0	73.0	6.0	88.0	0.732710047519283	1.0
ENSG00000116353.15;SE:chr1:29200589-29201373:29201518-29201942:-	4.0	55.0	6.0	66.0	1.0	1.0
ENSG00000116353.15;SE:chr1:29216685-29220837:29220921-29230730:-	7.0	44.0	9.0	40.0	0.5924521718469962	1.0
ENSG00000134644.15;SE:chr1:30953981-30964673:30964910-30965981:-	141.0	2.0	161.0	0.0	0.2204490185859781	1.0
ENSG00000134644.15;SE:chr1:30974802-30980061:30980163-30981311:-	55.0	11.0	61.0	16.0	0.6688661936232247	1.0
ENSG00000134644.15;SE:chr1:31028864-31059203:31059577-31065615:-	140.0	1.0	161.0	0.0	0.46688741721858995	1.0
ENSG00000134644.15;SE:chr1:30974802-30980061:30980166-30981311:-	70.0	11.0	77.0	16.0	0.5367911391499662	1.0
ENSG00000134644.15;SE:chr1:30933342-30932854:30933342-30936642:-	10.0	133.0	5.0	156.0	0.18325946520159797	1.0
ENSG00000060688.12;SE:chr1:31260121-31261528:31261632-31267870:-	90.0	3.0	148.0	1.0	0.1596594881769309	1.0
ENSG00000060688.12;SE:chr1:31261632-31267870:31267932-31269157:-	90.0	4.0	148.0	3.0	0.4333092969688884	1.0
ENSG00000060688.12;SE:chr1:31293348-31296610:31296757-31296610:-	90.0	7.0	148.0	5.0	0.22361489727594308	1.0
ENSG00000162517.12;SE:chr1:31630842-31632494:31632638-31633158:-	58.0	5.0	81.0	6.0	1.0	1.0
ENSG00000162517.12;SE:chr1:31633314-31635221:31635522-31644840:-	61.0	2.0	75.0	12.0	0.043378864183173896	1.0
ENSG00000162517.12;SE:chr1:31635522-31644840:31644885-31644840:-	56.0	5.0	69.0	6.0	1.0	1.0
ENSG00000184007.20;SE:chr1:31908960-31910037:31910112-31911695:-	281.0	14.0	1252.0	58.0	0.7574987015914779	1.0
ENSG00000184007.20;SE:chr1:31908960-31908640:31908960-31910037:-	59.0	223.0	243.0	1018.0	0.5611251787109868	1.0
ENSG00000184007.20;SE:chr1:31910112-31911695:31911826-31915894:-	239.0	1.0	1043.0	9.0	0.6987692736653617	1.0
ENSG00000184007.20;SE:chr1:31911826-31915894:31915987-31918969:-	251.0	44.0	1095.0	215.0	0.5991661368404324	1.0
ENSG00000184007.20;SE:chr1:31919658-31935588:31935659-31937777:-	12.0	58.0	52.0	248.0	1.0	1.0
ENSG00000184007.20;SE:chr1:31919658-31930932:31931142-31937777:-	54.0	58.0	248.0	248.0	0.7544509848849473	1.0
ENSG00000160058.18;SE:chr1:32381268-32383829:32383997-32386778:-	61.0	3.0	83.0	9.0	0.3616063896314671	1.0
ENSG00000176261.15;SE:chr1:32621948-32627507:32627544-32633644:-	60.0	0.0	142.0	3.0	0.5572863291657884	1.0
ENSG00000176261.15;SE:chr1:32621948-32627507:32627544-32631826:-	119.0	14.0	203.0	15.0	0.23676910874457202	1.0
ENSG00000176261.15;SE:chr1:32631879-32632207:32632345-32633644:-	13.0	121.0	25.0	197.0	0.7248584217408224	1.0
ENSG00000176261.15;SE:chr1:32634072-32634767:32634792-32650432:-	113.0	6.0	186.0	8.0	0.7806410209374074	1.0
ENSG00000176261.15;SE:chr1:32627544-32631826:32631879-32633644:-	106.0	60.0	178.0	142.0	0.09884169685279684	1.0
ENSG00000176261.15;SE:chr1:32621948-32621835:32621948-32627507:-	48.0	144.0	78.0	281.0	0.3957314133772256	1.0
ENSG00000176261.15;SE:chr1:32634792-32650432:32650597-32650432:-	48.0	123.0	78.0	241.0	0.3876581899452858	1.0
ENSG00000162520.14;SE:chr1:32681860-32684009:32684089-32684257:-	5.0	195.0	15.0	434.0	0.8060165749303267	1.0
ENSG00000134684.10;SE:chr1:32791254-32797591:32797638-32797762:-	9.0	42.0	36.0	137.0	0.694775235016712	1.0
ENSG00000134684.10;SE:chr1:32797843-32806481:32806611-32810590:-	44.0	4.0	146.0	16.0	1.0	1.0
ENSG00000134684.10;SE:chr1:32810766-32810910:32811057-32817187:-	37.0	12.0	150.0	23.0	0.07462307700443783	1.0
ENSG00000134684.10;SE:chr1:32791254-32797762:32797843-32806481:-	38.0	1.0	121.0	11.0	0.30103315001110603	1.0
ENSG00000134684.10;SE:chr1:32811057-32817187:32817330-32817187:-	6.0	31.0	41.0	109.0	0.2060062215598415	1.0
ENSG00000134684.10;SE:chr1:32811057-32817187:32817349-32817187:-	1.0	36.0	11.0	139.0	0.46531982462422483	1.0
ENSG00000134684.10;SE:chr1:32811057-32817187:32817277-32817187:-	16.0	21.0	54.0	96.0	0.4509927069441144	1.0
ENSG00000004455.16;SE:chr1:33014594-33021366:33021461-33021592:-	337.0	21.0	388.0	15.0	0.17493729676499492	1.0
ENSG00000004455.16;SE:chr1:33021461-33021592:33021703-33024441:-	331.0	4.0	379.0	3.0	0.7110390602026959	1.0
ENSG00000004455.16;SE:chr1:33024567-33031543:33031661-33036735:-	43.0	311.0	49.0	346.0	1.0	1.0
ENSG00000004455.16;SE:chr1:33010833-33012073:33012122-33013206:-	23.0	83.0	11.0	73.0	0.13287776806161766	1.0
ENSG00000004455.16;SE:chr1:33021703-33024441:33024567-33036735:-	307.0	9.0	343.0	12.0	0.825205975992026	1.0
ENSG00000004455.16;SE:chr1:33010833-33009921:33010833-33013206:-	59.0	24.0	44.0	29.0	0.1772840569158185	1.0
ENSG00000004455.16;SE:chr1:33024567-33036735:33036870-33036735:-	78.0	233.0	57.0	289.0	0.006829173081305496	1.0
ENSG00000004455.16;SE:chr1:33013402-33013043:33013402-33014521:-	18.0	343.0	20.0	384.0	1.0	1.0
ENSG00000004455.16;SE:chr1:33031661-33036735:33036832-33036735:-	18.0	25.0	20.0	29.0	1.0	1.0
ENSG00000134686.18;SE:chr1:33367428-33368535:33368622-33370420:-	12.0	11.0	11.0	15.0	0.5722403046108788	1.0
ENSG00000116560.10;SE:chr1:35176474-35176385:35176474-35177318:-	65.0	14.0	76.0	16.0	1.0	1.0
ENSG00000116560.10;SE:chr1:35176474-35176404:35176474-35177318:-	4.0	75.0	2.0	90.0	0.4166009805894545	1.0
ENSG00000142687.17;SE:chr1:35479212-35506611:35507135-35554349:-	93.0	3.0	57.0	3.0	0.6762489555633253	1.0
ENSG00000126067.11;SE:chr1:35609408-35631273:35631344-35636309:-	156.0	5.0	216.0	12.0	0.4509126702042886	1.0
ENSG00000126067.11;SE:chr1:35631344-35636309:35636432-35641341:-	159.0	5.0	220.0	14.0	0.23395476718380764	1.0
ENSG00000126067.11;SE:chr1:35603374-35605232:35605282-35609245:-	37.0	129.0	65.0	177.0	0.35190863531146804	1.0
ENSG00000126067.11;SE:chr1:35603374-35603158:35603374-35605232:-	27.0	13.0	39.0	30.0	0.31165052300194385	1.0
ENSG00000126067.11;SE:chr1:35605282-35609245:35609408-35631273:-	32.0	3.0	53.0	4.0	1.0	1.0
ENSG00000126067.11;SE:chr1:35636432-35641341:35641514-35641341:-	27.0	137.0	39.0	193.0	1.0	1.0
ENSG00000054116.11;SE:chr1:36137322-36137030:36137322-36137795:-	28.0	11.0	75.0	29.0	1.0	1.0
ENSG00000116898.11;SE:chr1:36462163-36463805:36463850-36464145:-	31.0	6.0	80.0	6.0	0.1811589799934072	1.0
ENSG00000116898.11;SE:chr1:36457981-36460691:36460776-36461263:-	23.0	10.0	36.0	24.0	0.3785775830499249	1.0
ENSG00000116898.11;SE:chr1:36460776-36461263:36461312-36462087:-	22.0	3.0	50.0	9.0	1.0	1.0
ENSG00000116898.11;SE:chr1:36461312-36462087:36462163-36463805:-	26.0	7.0	68.0	9.0	0.23978738227950513	1.0
ENSG00000116898.11;SE:chr1:36455925-36455797:36455925-36456186:-	5.0	63.0	18.0	115.0	0.2449329403767595	1.0
ENSG00000116898.11;SE:chr1:36463850-36464145:36464292-36464145:-	5.0	47.0	18.0	95.0	0.33942062157686514	1.0
ENSG00000163875.15;SE:chr1:37495918-37496546:37496604-37501803:-	13.0	64.0	6.0	129.0	0.0045854294853757286	1.0
ENSG00000163875.15;SE:chr1:37494107-37495884:37495918-37501803:-	64.0	2.0	129.0	6.0	1.0	1.0
ENSG00000134697.12;SE:chr1:37576556-37581341:37581545-37582222:-	15.0	14.0	44.0	26.0	0.3699333267914251	1.0
ENSG00000134697.12;SE:chr1:37567007-37566933:37567007-37567672:-	10.0	16.0	20.0	49.0	0.4591094250671582	1.0
ENSG00000134697.12;SE:chr1:37593846-37595758:37595874-37595758:-	10.0	19.0	20.0	50.0	0.6330417829445731	1.0
ENSG00000204084.12;SE:chr1:37880194-37882806:37882918-37885637:-	76.0	50.0	178.0	121.0	0.9140270882621467	1.0
ENSG00000183431.11;SE:chr1:37958263-37960119:37960175-37968043:-	131.0	2.0	302.0	10.0	0.5232071603133535	1.0
ENSG00000183431.11;SE:chr1:37969735-37976883:37976953-37978719:-	124.0	1.0	300.0	3.0	1.0	1.0
ENSG00000183431.11;SE:chr1:37958263-37957955:37958263-37960119:-	103.0	28.0	250.0	52.0	0.3455173804677457	1.0
ENSG00000183431.11;SE:chr1:37987678-37987783:37987836-37989547:-	114.0	3.0	271.0	9.0	1.0	1.0
ENSG00000183431.11;SE:chr1:37987836-37989547:37989595-37989869:-	114.0	2.0	271.0	12.0	0.36775464095597543	1.0
ENSG00000183431.11;SE:chr1:37989595-37989869:37989985-37989869:-	114.0	9.0	260.0	33.0	0.28500890921953836	1.0
ENSG00000183431.11;SE:chr1:37989985-37989869:37990011-37989869:-	108.0	8.0	247.0	25.0	0.5535180216416244	1.0
ENSG00000183431.11;SE:chr1:37958263-37957936:37958263-37960119:-	7.0	124.0	9.0	293.0	0.26870120465658454	1.0
ENSG00000274944.4;SE:chr1:38864714-38864500:38864714-38866879:-	54.0	6.0	38.0	7.0	0.5507942547856057	1.0
ENSG00000090621.13;SE:chr1:39572586-39575758:39576223-39576551:-	13.0	9.0	40.0	18.0	0.4358678569145178	1.0
ENSG00000131238.17;SE:chr1:40074183-40072744:40074183-40076841:-	8.0	71.0	15.0	123.0	1.0	1.0
ENSG00000131238.17;SE:chr1:40074183-40076841:40076913-40078559:-	79.0	23.0	138.0	33.0	0.5381667372487854	1.0
ENSG00000131238.17;SE:chr1:40092507-40097114:40097209-40097114:-	8.0	21.0	15.0	24.0	0.44003719413951814	1.0
ENSG00000131238.17;SE:chr1:40092507-40093932:40094019-40097114:-	7.0	29.0	9.0	39.0	1.0	1.0
ENSG00000131238.17;SE:chr1:40092500-40097110:40097247-40097110:-	27.0	2.0	42.0	9.0	0.31137217125968053	1.0
ENSG00000010803.16;SE:chr1:41028726-41033982:41034048-41037361:-	11.0	30.0	15.0	43.0	1.0	1.0
ENSG00000010803.16;SE:chr1:41143112-41151613:41151684-41160874:-	13.0	16.0	9.0	21.0	0.28817964270091834	1.0
ENSG00000010803.16;SE:chr1:41159933-41160874:41160898-41161363:-	15.0	8.0	10.0	11.0	0.36142422115366196	1.0
ENSG00000198815.8;SE:chr1:42179825-42179336:42179825-42181916:-	13.0	64.0	25.0	46.0	0.014132807768011763	1.0
ENSG00000198815.8;SE:chr1:42265189-42278347:42278672-42311049:-	69.0	11.0	60.0	17.0	0.21249912659580633	1.0
ENSG00000198815.8;SE:chr1:42278672-42311049:42311110-42335058:-	69.0	6.0	58.0	2.0	0.29925178065476926	1.0
ENSG00000198815.8;SE:chr1:42311110-42335058:42335201-42335058:-	13.0	67.0	25.0	52.0	0.0247577464680531	1.0
ENSG00000198815.8;SE:chr1:42179825-42179287:42179825-42181916:-	54.0	23.0	32.0	39.0	0.002646295347699936	1.0
ENSG00000198815.8;SE:chr1:42199230-42205761:42205863-42227882:-	61.0	23.0	41.0	39.0	0.006123857373117001	1.0
ENSG00000198815.8;SE:chr1:42205863-42227882:42227966-42265114:-	61.0	2.0	39.0	1.0	1.0	1.0
ENSG00000198815.8;SE:chr1:42311110-42335058:42335218-42335058:-	54.0	26.0	32.0	45.0	0.0013421143071383865	0.9999999981038826
ENSG00000198815.8;SE:chr1:42311110-42323683:42323827-42335058:-	0.0	80.0	2.0	77.0	0.24528301886792428	1.0
ENSG00000117394.21;SE:chr1:42943321-42958633:42958841-42958633:-	29.0	29.0	27.0	15.0	0.2205887944663465	1.0
ENSG00000117395.12;SE:chr1:43167235-43168938:43169028-43170755:-	310.0	5.0	316.0	2.0	0.2844022998465617	1.0
ENSG00000117395.12;SE:chr1:43169028-43170755:43170879-43171478:-	299.0	2.0	295.0	5.0	0.28577302260489834	1.0
ENSG00000117395.12;SE:chr1:43170879-43171478:43171651-43171885:-	292.0	2.0	285.0	6.0	0.1748461899147292	1.0
ENSG00000117395.12;SE:chr1:43164805-43166825:43166919-43167159:-	310.0	7.0	317.0	6.0	0.7866310580799858	1.0
ENSG00000117395.12;SE:chr1:43164493-43164308:43164493-43164642:-	5.0	317.0	10.0	321.0	0.29679338445020986	1.0
ENSG00000117395.12;SE:chr1:43171969-43172052:43172260-43172052:-	5.0	314.0	10.0	316.0	0.29645257207542464	1.0
ENSG00000117395.12;SE:chr1:43171969-43172052:43172272-43172052:-	270.0	49.0	267.0	59.0	0.39898811375368465	1.0
ENSG00000066322.14;SE:chr1:43364460-43364541:43364647-43364737:-	80.0	1.0	127.0	2.0	1.0	1.0
ENSG00000066322.14;SE:chr1:43364794-43364927:43365008-43365185:-	77.0	4.0	117.0	8.0	0.7677140511450952	1.0
ENSG00000066322.14;SE:chr1:43365008-43365185:43365376-43365563:-	76.0	6.0	110.0	9.0	1.0	1.0
ENSG00000066322.14;SE:chr1:43364137-43363489:43364137-43364323:-	3.0	88.0	7.0	147.0	0.748322119382542	1.0
ENSG00000066322.14;SE:chr1:43364137-43363424:43364137-43364323:-	55.0	36.0	67.0	87.0	0.012095649882868447	1.0
ENSG00000066322.14;SE:chr1:43365623-43367914:43367977-43367914:-	55.0	22.0	67.0	45.0	0.12221041931077563	1.0
ENSG00000159479.16;SE:chr1:43386670-43386857:43386998-43387502:-	217.0	4.0	266.0	3.0	0.7062823844685068	1.0
ENSG00000159479.16;SE:chr1:43387647-43388309:43388489-43389758:-	26.0	1.0	28.0	11.0	0.02006434519061234	1.0
ENSG00000159479.16;SE:chr1:43385106-43384725:43385106-43385977:-	155.0	61.0	178.0	86.0	0.3208883980172751	1.0
ENSG00000159479.16;SE:chr1:43387647-43388309:43388428-43389758:-	172.0	1.0	196.0	11.0	0.007859926241482698	1.0
ENSG00000117419.15;SE:chr1:44221640-44230316:44230470-44247938:-	3.0	276.0	1.0	136.0	1.0	1.0
ENSG00000117419.15;SE:chr1:44248038-44284834:44284907-44308309:-	286.0	2.0	138.0	3.0	0.3366381110953294	1.0
ENSG00000117419.15;SE:chr1:44308401-44313168:44313228-44319627:-	287.0	12.0	147.0	4.0	0.5943770850657959	1.0
ENSG00000117419.15;SE:chr1:44313228-44319627:44319744-44339044:-	173.0	4.0	96.0	8.0	0.06171409744106918	1.0
ENSG00000117419.15;SE:chr1:44319744-44339044:44339316-44352849:-	30.0	92.0	15.0	44.0	1.0	1.0
ENSG00000117419.15;SE:chr1:44221640-44247938:44248038-44284834:-	274.0	15.0	133.0	18.0	0.013444448854386629	1.0
ENSG00000117419.15;SE:chr1:44319744-44339044:44339322-44352849:-	152.0	92.0	84.0	44.0	0.5716978223529825	1.0
ENSG00000117419.15;SE:chr1:44221640-44241914:44242080-44247938:-	6.0	276.0	1.0	136.0	0.43487276408227876	1.0
ENSG00000070785.16;SE:chr1:44880008-44881611:44881739-44897354:-	108.0	4.0	76.0	4.0	0.7210351284336405	1.0
ENSG00000070785.16;SE:chr1:44881739-44897354:44897444-44926627:-	108.0	9.0	76.0	1.0	0.09207464382374715	1.0
ENSG00000070785.16;SE:chr1:44851003-44850839:44851003-44857703:-	56.0	4.0	48.0	4.0	1.0	1.0
ENSG00000070785.16;SE:chr1:44851003-44857703:44857807-44874677:-	60.0	13.0	52.0	8.0	0.6336675312683097	1.0
ENSG00000070785.16;SE:chr1:44981177-44986492:44986602-44986492:-	56.0	72.0	48.0	34.0	0.04746173307008285	1.0
ENSG00000070785.16;SE:chr1:44941665-44969977:44970044-44978314:-	6.0	122.0	3.0	79.0	1.0	1.0
ENSG00000280670.2;SE:chr1:45496623-45497298:45497383-45499344:-	24.0	31.0	26.0	20.0	0.2331832438101265	1.0
ENSG00000117450.13;SE:chr1:45511414-45514506:45514637-45514872:-	226.0	26.0	97.0	14.0	0.5855974956666894	1.0
ENSG00000117450.13;SE:chr1:45514637-45514872:45514995-45515653:-	206.0	35.0	83.0	8.0	0.20104814182818723	1.0
ENSG00000117450.13;SE:chr1:45511414-45511226:45511414-45514506:-	76.0	226.0	35.0	95.0	0.7196001506678251	1.0
ENSG00000117450.13;SE:chr1:45511414-45514506:45514995-45515653:-	20.0	50.0	7.0	21.0	0.8061620700798553	1.0
ENSG00000117450.13;SE:chr1:45514995-45515653:45517038-45515653:-	20.0	232.0	7.0	97.0	0.827297616093686	1.0
ENSG00000117450.13;SE:chr1:45514637-45514872:45514895-45518937:-	18.0	21.0	11.0	18.0	0.6213347602985675	1.0
ENSG00000117450.13;SE:chr1:45514995-45515653:45515807-45518937:-	177.0	2.0	74.0	3.0	0.16202267345658442	1.0
ENSG00000117450.13;SE:chr1:45515807-45518937:45519054-45521828:-	138.0	7.0	59.0	1.0	0.44153045862024953	1.0
ENSG00000117450.13;SE:chr1:45519054-45521828:45521853-45521828:-	27.0	134.0	16.0	64.0	0.5929682356128445	1.0
ENSG00000117450.13;SE:chr1:45514637-45514872:45514995-45518937:-	2.0	21.0	3.0	18.0	0.6575439591605228	1.0
ENSG00000117450.13;SE:chr1:45511414-45514506:45514637-45515653:-	35.0	50.0	8.0	21.0	0.2675052139161035	1.0
ENSG00000117450.13;SE:chr1:45514637-45515653:45515807-45518937:-	35.0	21.0	8.0	18.0	0.009401603229805312	1.0
ENSG00000117450.13;SE:chr1:45511414-45514872:45514995-45515653:-	26.0	50.0	14.0	21.0	0.670955612036395	1.0
ENSG00000159592.10;SE:chr1:45630606-45633488:45633647-45634095:-	177.0	15.0	232.0	30.0	0.20868348233114603	1.0
ENSG00000159592.10;SE:chr1:45640403-45642426:45642499-45654542:-	182.0	10.0	243.0	19.0	0.44045610403683955	1.0
ENSG00000159592.10;SE:chr1:45661225-45685575:45685620-45687982:-	20.0	17.0	34.0	18.0	0.3787636770480936	1.0
ENSG00000159592.10;SE:chr1:45628408-45627487:45628408-45629575:-	43.0	149.0	48.0	214.0	0.288327631207362	1.0
ENSG00000159592.10;SE:chr1:45661225-45685575:45685620-45686411:-	43.0	14.0	48.0	23.0	0.4329853354251864	1.0
ENSG00000159592.10;SE:chr1:45661225-45685575:45685620-45686992:-	32.0	66.0	66.0	73.0	0.023620347611640412	1.0
ENSG00000159592.10;SE:chr1:45685620-45686992:45687079-45686992:-	17.0	15.0	36.0	30.0	1.0	1.0
ENSG00000159592.10;SE:chr1:45654829-45653626:45654829-45655189:-	1.0	192.0	1.0	262.0	1.0	1.0
ENSG00000278139.1;SE:chr1:46043871-46045917:46046088-46046550:-	23.0	10.0	26.0	18.0	0.47310760796348883	1.0
ENSG00000278139.1;SE:chr1:46046625-46055794:46055971-46061928:-	25.0	8.0	31.0	13.0	0.7964813429071165	1.0
ENSG00000085998.13;SE:chr1:46190517-46190719:46190784-46192097:-	93.0	10.0	75.0	11.0	0.6429757708501265	1.0
ENSG00000085998.13;SE:chr1:46193639-46193854:46193925-46194273:-	82.0	7.0	63.0	16.0	0.024534242533745525	1.0
ENSG00000085998.13;SE:chr1:46194401-46194552:46194651-46194843:-	94.0	9.0	79.0	7.0	1.0	1.0
ENSG00000085998.13;SE:chr1:46196077-46196730:46196849-46196969:-	93.0	10.0	75.0	11.0	0.6429757708501265	1.0
ENSG00000085998.13;SE:chr1:46189357-46188711:46189357-46189457:-	8.0	83.0	5.0	76.0	0.5749477946815025	1.0
ENSG00000085998.13;SE:chr1:46197871-46198335:46198448-46198335:-	8.0	66.0	5.0	60.0	0.5735337521922974	1.0
ENSG00000132128.16;SE:chr1:46297633-46298283:46298370-46303123:-	205.0	21.0	96.0	8.0	0.83445554966675	1.0
ENSG00000132128.16;SE:chr1:46279257-46279491:46279614-46280191:-	202.0	15.0	90.0	9.0	0.4987581231658774	1.0
ENSG00000079277.20;SE:chr1:46558800-46560233:46560277-46561477:-	23.0	9.0	17.0	20.0	0.04963134772087571	1.0
ENSG00000079277.20;SE:chr1:46576654-46580529:46580627-46583227:-	32.0	2.0	37.0	3.0	1.0	1.0
ENSG00000079277.20;SE:chr1:46568498-46571416:46571539-46572062:-	6.0	24.0	0.0	34.0	0.007919706638940937	1.0
ENSG00000079277.20;SE:chr1:46580627-46580439:46580627-46583227:-	2.0	42.0	0.0	60.0	0.17662434652725803	1.0
ENSG00000079277.20;SE:chr1:46580627-46583227:46583407-46583227:-	2.0	42.0	0.0	60.0	0.17662434652725803	1.0
ENSG00000079277.20;SE:chr1:46583329-46585873:46585974-46594112:-	3.0	41.0	3.0	60.0	0.6882000525327614	1.0
ENSG00000159658.10;SE:chr1:46684602-46685082:46685144-46686783:-	70.0	150.0	50.0	64.0	0.031248342716162184	1.0
ENSG00000159658.10;SE:chr1:46686870-46688352:46688544-46689586:-	120.0	100.0	84.0	30.0	0.0008756740688716359	0.9999980314971084
ENSG00000123473.15;SE:chr1:47251922-47260288:47260539-47262902:-	33.0	16.0	41.0	17.0	0.833969607986286	1.0
ENSG00000123473.15;SE:chr1:47299968-47300109:47300152-47301560:-	20.0	0.0	22.0	4.0	0.1213040414253758	1.0
ENSG00000085832.16;SE:chr1:51447105-51448045:51448135-51461090:-	48.0	29.0	48.0	77.0	0.0013512400199913186	0.9999999983438254
ENSG00000078618.21;SE:chr1:51792098-51792376:51792424-51794471:-	143.0	2.0	207.0	5.0	0.705460083937338	1.0
ENSG00000078618.21;SE:chr1:51794610-51794822:51794854-51798248:-	140.0	21.0	204.0	31.0	1.0	1.0
ENSG00000078618.21;SE:chr1:51814813-51816311:51816389-51818065:-	148.0	2.0	215.0	3.0	1.0	1.0
ENSG00000078618.21;SE:chr1:51823786-51825286:51825382-51827795:-	143.0	21.0	224.0	33.0	1.0	1.0
ENSG00000078618.21;SE:chr1:51810404-51811993:51812098-51814034:-	153.0	8.0	218.0	17.0	0.40701307190698677	1.0
ENSG00000078618.21;SE:chr1:51836438-51837486:51837620-51840225:-	16.0	5.0	24.0	19.0	0.16962297938867799	1.0
ENSG00000078618.21;SE:chr1:51836212-51836368:51836438-51840225:-	5.0	136.0	19.0	205.0	0.0820940816768358	1.0
ENSG00000078618.21;SE:chr1:51840514-51878274:51878734-51878274:-	8.0	147.0	7.0	236.0	0.2848129365824805	1.0
ENSG00000285839.1;SE:chr1:52028630-52041536:52041597-52054999:-	268.0	6.0	291.0	9.0	0.6081604352759962	1.0
ENSG00000162384.13;SE:chr1:53216859-53218171:53218203-53218413:-	112.0	12.0	133.0	6.0	0.09346046548040833	1.0
ENSG00000162384.13;SE:chr1:53218495-53218866:53218923-53220260:-	94.0	4.0	95.0	12.0	0.06991718743978255	1.0
ENSG00000162385.10;SE:chr1:53228954-53233541:53233652-53235576:-	68.0	11.0	75.0	18.0	0.4156599088599371	1.0
ENSG00000058804.11;SE:chr1:53832591-53835499:53835620-53838204:-	45.0	14.0	70.0	15.0	0.4031229079462556	1.0
ENSG00000058804.11;SE:chr1:53789196-53793228:53793279-53796688:-	48.0	4.0	62.0	8.0	0.5543324251679103	1.0
ENSG00000058804.11;SE:chr1:53768033-53767719:53768033-53772328:-	14.0	45.0	15.0	70.0	0.4031229079462543	1.0
ENSG00000058799.14;SE:chr1:53871488-53878314:53878402-53878641:-	78.0	3.0	76.0	3.0	1.0	1.0
ENSG00000058799.14;SE:chr1:53852270-53855000:53855051-53860055:-	51.0	30.0	44.0	35.0	0.4211911106948695	1.0
ENSG00000058799.14;SE:chr1:53878722-53882942:53883031-53883112:-	10.0	62.0	10.0	62.0	1.0	1.0
ENSG00000058799.14;SE:chr1:53878722-53883112:53883276-53888906:-	58.0	6.0	49.0	4.0	1.0	1.0
ENSG00000058799.14;SE:chr1:53888986-53889243:53889463-53889712:-	22.0	42.0	23.0	30.0	0.3449276516523755	1.0
ENSG00000058799.14;SE:chr1:53883276-53888906:53888986-53889712:-	36.0	4.0	26.0	13.0	0.014475744411154559	1.0
ENSG00000081870.11;SE:chr1:53923947-53928371:53928440-53930038:-	101.0	7.0	91.0	3.0	0.34354463429433857	1.0
ENSG00000081870.11;SE:chr1:53930145-53939984:53940097-53945554:-	103.0	5.0	90.0	6.0	0.7587717470551623	1.0
ENSG00000081870.11;SE:chr1:53921767-53921566:53921767-53923903:-	24.0	13.0	28.0	11.0	0.6233919600634628	1.0
ENSG00000081870.11;SE:chr1:53921767-53923903:53923947-53928371:-	29.0	0.0	34.0	2.0	0.4980769230769227	1.0
ENSG00000081870.11;SE:chr1:53940097-53945554:53945615-53945554:-	24.0	80.0	28.0	64.0	0.26039734468973047	1.0
ENSG00000116209.11;SE:chr1:54036718-54040755:54040837-54041723:-	170.0	6.0	290.0	2.0	0.05744146505155551	1.0
ENSG00000116209.11;SE:chr1:54043525-54045691:54045786-54047266:-	142.0	6.0	240.0	9.0	0.7929203897584025	1.0
ENSG00000116209.11;SE:chr1:54047372-54048649:54048682-54052999:-	12.0	116.0	27.0	185.0	0.3843141716138845	1.0
ENSG00000116209.11;SE:chr1:54032305-54032014:54032305-54036609:-	110.0	66.0	183.0	109.0	1.0	1.0
ENSG00000116209.11;SE:chr1:54047372-54052999:54053203-54052999:-	110.0	6.0	183.0	2.0	0.05846331881188514	1.0
ENSG00000116209.11;SE:chr1:54045786-54047266:54047372-54053355:-	14.0	10.0	28.0	11.0	0.28702903348467224	1.0
ENSG00000116209.11;SE:chr1:54047372-54053355:54053424-54053355:-	14.0	6.0	28.0	9.0	0.7551675144101493	1.0
ENSG00000116133.12;SE:chr1:54852386-54853433:54853612-54854036:-	79.0	37.0	251.0	102.0	0.5589102818208037	1.0
ENSG00000116133.12;SE:chr1:54852386-54851000:54852386-54853433:-	10.0	69.0	24.0	227.0	0.40469669331907965	1.0
ENSG00000116133.12;SE:chr1:54883773-54886888:54887190-54886888:-	10.0	106.0	24.0	329.0	0.5369753401016012	1.0
ENSG00000162604.12;SE:chr1:61683546-61694696:61694770-61700933:-	48.0	6.0	108.0	1.0	0.005621183287978436	1.0
ENSG00000162604.12;SE:chr1:61723784-61724954:61725117-61724954:-	1.0	20.0	6.0	35.0	0.40613061161161845	1.0
ENSG00000162604.12;SE:chr1:61683546-61686791:61686921-61694696:-	21.0	59.0	13.0	130.0	0.0009153410946291754	0.9999989107201898
ENSG00000142856.16;SE:chr1:63446856-63447564:63447614-63453917:-	68.0	69.0	73.0	58.0	0.3301952634221631	1.0
ENSG00000142856.16;SE:chr1:63441103-63440769:63441103-63446805:-	7.0	137.0	4.0	136.0	0.5411522394779205	1.0
ENSG00000142856.16;SE:chr1:63454968-63478763:63478833-63508527:-	12.0	17.0	17.0	21.0	0.8086257545339257	1.0
